"ID" "Mean" "Parity" "Sex" "Herd" "YearSeason" "dam" "BirthWeight" "DAY115" "BF115" "LMA115" "LEAN115"
"DDTCZZC18215624" 1 3 "公" "育3" 181 "DDTCZZC16207654" 1.2 190.56 10.33 NA NA
"DDTCZZC17214509" 1 4 "公" "育1" 174 "DDTCZZC15201598" 1.3 202.43 9.02 NA NA
"DDTCZZC18220161" 1 1 "母" "育1" 184 "DDTCZZC17217921" 1.5 196.7 8.89 32.83 53.5
"DDTCZZC16208902" 1 0 "公" "育1" 162 "DDTCZZC15202428" 0 157.61 9 NA NA
"DDTCZZC18215009" 1 1 "母" "育1" 182 "DDTCZZC17210246" 2 195.43 7.36 NA NA
"DDTCZZC16207464" 1 0 "母" "育1" 162 "DDTCZZC15203072" 1.2 166.19 12.46 NA NA
"DDTCZZC14200319" 1 0 "母" "育1" 141 "DDTCZZC13020328" 1.55 163.17 11.64 NA NA
"DDTCZZC15204654" 1 1 "公" "育1" 151 "DDTCZZC14200404" 1.5 164.09 12.26 NA NA
"DDTCZZC17211373" 1 1 "公" "育1" 173 "DDTCZZC16208302" 1.8 172.36 6.94 NA NA
"DDTCZZC16211526" 1 0 "公" "育1" 163 "DDTCZZC15204455" 1.6 169.86 9.13 NA NA
"DDTCZZC18218456" 1 2 "母" "育3" 182 "DDTCZZC17214853" 1.2 202.92 12.87 NA NA
"DDTCZZC17210032" 1 1 "母" "育1" 172 "DDTCZZC16207768" 1.3 200.87 9.73 NA NA
"DDTCZZC17208863" 1 2 "母" "育1" 174 "DDTCZZC15206838" 1.6 173.21 11.87 NA NA
"DDTCZZC17213264" 1 4 "母" "育2" 173 "DDTCZZC15203104" 1.2 203.48 11.87 NA NA
"DDTCZZC17214018" 1 1 "母" "育1" 171 "DDTCZZC16209762" 1.7 214.91 11.1 NA NA
"DDTCZZC16212009" 1 3 "公" "育3" 163 "DDTCZZC15201709" 1.5 175.4 7.53 NA NA
"DDTCZZC14200040" 1 0 "母" "育1" 141 "DDTCZZC13020487" 1.85 174.57 14.08 NA NA
"DDTCZZC16207841" 1 4 "公" "育1" 164 "DDTCZZC14201143" 1.2 199.62 10.33 NA NA
"DDTCZZC15201370" 1 3 "母" "育1" 154 "DDTCZZC13020366" 1.8 179.37 13.23 NA NA
"DDTCZZC15201734" 1 3 "公" "育1" 154 "DDTCZZC13020377" 1.6 177.44 13.34 NA NA
"DDTCZZC15202545" 1 2 "母" "育1" 152 "DDTCZZC14200077" 1.75 159.03 14.18 NA NA
"DDTCZZC14200246" 1 0 "母" "育1" 141 "DDTCZZC130A0415" 0 181.23 10.15 NA NA
"DDTCZZC16208985" 1 2 "母" "育1" 162 "DDTCZZC15201371" 0 161.25 9.22 NA NA
"DDTCZZC16207274" 1 0 "母" "育1" 161 "DDTCZZC14200186" 0 146.54 9.06 NA NA
"DDTCZZC15203745" 1 3 "母" "育1" 154 "DDTCZZC13020389" 0.75 185.55 12.86 NA NA
"DDTCZZC15203316" 1 4 "母" "育1" 151 "DDTCZZC13020379" 1.55 164.1 9.45 NA NA
"DDTCZZC15202579" 1 2 "母" "育1" 152 "DDTCZZC14200001" 0.9 184.9 10.98 NA NA
"DDTCZZC15202590" 1 1 "公" "育1" 152 "DDTCZZC14200855" 1.6 162.68 10.3 NA NA
"DDTCZZC16214781" 1 2 "公" "育3" 163 "DDTCZZC15202302" 1.6 152.63 10.76 NA NA
"DDTCZZC15206993" 1 5 "公" "育1" 153 "DDTCZZC13020374" 1.5 161.1 11.75 NA NA
"DDTCZZC14200016" 1 0 "公" "育1" 141 "DDTCZZC13020332" 1.7 169.59 10.8 NA NA
"DDTCZZC14200012" 1 0 "公" "育1" 141 "DDTCZZC13020330" 1.35 159.95 13.21 NA NA
"DDTCZZC16208715" 1 0 "公" "育1" 162 "DDTCZZC14200483" 0 159.95 8.26 NA NA
"DDTCZZC15202852" 1 2 "母" "育1" 152 "DDTCZZC14200259" 0.95 169.08 10.32 NA NA
"DDTCZZC15206585" 1 0 "公" "育1" 153 "DDTCZZC14201560" 1.7 153.99 9.17 NA NA
"DDTCZZC18218319" 1 2 "母" "育1" 182 "DDTCZZC17214392" 1.5 214.32 8.15 NA NA
"DDTCZZC18218348" 1 1 "母" "育1" 182 "DDTCZZC17210258" 1.9 168.48 8.7 NA NA
"DDTCZZC18216221" 1 3 "公" "育3" 182 "DDTCZZC16214701" 1.3 181.57 10.94 NA NA
"DDTCZZC18215297" 1 6 "母" "育2" 184 "DDTCZZC14201106" 1.6 228.57 12.25 NA NA
"DDTCZZC18220739" 1 1 "母" "育1" 183 "DDTCZZC17217124" 1.4 204.66 9.13 26.05 50.75
"DDTCZZC16207181" 1 1 "公" "育1" 162 "DDTCZZC15202835" 1 158.02 12.44 NA NA
"DDTCZZC14200507" 1 0 "公" "育1" 141 "DDTCZZC13020427" 0.95 175.39 11.56 NA NA
"DDTCZZC18219231" 1 2 "母" "育2" 183 "DDTCZZC17213489" 2.1 225.44 8.06 NA NA
"DDTCZZC18215426" 1 6 "公" "育3" 181 "DDTCZZC15204492" 1.6 181.73 11.67 NA NA
"DDTCZZC15203465" 1 4 "母" "育1" 152 "DDTCZZC13020343" 1.7 156.88 10.03 NA NA
"DDTCZZC17211782" 1 3 "公" "育1" 171 "DDTCZZC15202770" 1.6 163.58 10.45 NA NA
"DDTCZZC19226174" 1 1 "公" "测04" 193 "DDTCZZC18218898" 1.5 155.19 9.17 32.08 53.11
"DDTCZZC16209822" 1 5 "公" "育3" 163 "DDTCZZC14200117" 1.4 160.47 9.57 NA NA
"DDTCZZC15202457" 1 1 "母" "育1" 151 "DDTCZZC14200259" 1.45 169.22 14.67 NA NA
"DDTCZZC19227047" 1 4 "公" "测02" 193 "DDTCZZC17210208" 1.5 163.54 9.92 34.54 53.81
"DDTCZZC18219254" 1 3 "母" "育2" 183 "DDTCZZC17211052" 1.9 212.87 7.02 NA NA
"DDTCZZC18217827" 1 6 "母" "育1" 184 "DDTCZZC15204492" 1.2 218.89 16.52 NA NA
"DDTCZZC15203090" 1 2 "母" "育1" 152 "DDTCZZC14200383" 1.8 189.38 8.6 NA NA
"DDTCZZC18215455" 1 5 "母" "育3" 181 "DDTCZZC15206453" 1.5 219.69 10.58 NA NA
"DDTCZZC17212885" 1 4 "母" "育2" 173 "DDTCZZC15203196" 2.1 152.63 9.2 NA NA
"DDTCZZC15206483" 1 5 "公" "育1" 153 "DDTCZZC13020437" 2.2 152.25 9.71 NA NA
"DDTCZZC14201258" 1 0 "母" "育1" 142 "DDTCZZC13020435" 1.2 185.12 14.14 NA NA
"DDTCZZC15206871" 1 1 "母" "育1" 153 "DDTCZZC14201036" 0.9 188.14 12.29 NA NA
"DDTCZZC18218571" 1 6 "母" "育1" 182 "DDTCZZC15203298" 1 193.19 9.66 NA NA
"DDTCZZC15202430" 1 1 "公" "育1" 151 "DDTCZZC14200246" 1.05 178.88 11.58 NA NA
"DDTCZZC18215271" 1 3 "母" "育2" 184 "DDTCZZC16207277" 1.4 189.22 11.25 NA NA
"DDTCZZC14200950" 1 0 "母" "育1" 142 "DDTCZZC13020345" 1.65 159.41 11.58 NA NA
"DDTCZZC17212787" 1 5 "公" "育1" 174 "DDTCZZC14200924" 1.6 175.85 11.32 NA NA
"DDTCZZC15202416" 1 1 "母" "育1" 151 "DDTCZZC14200082" 1.6 174.9 9.31 NA NA
"DDTCZZC18218735" 1 3 "母" "育1" 183 "DDTCZZC17210585" 1.5 189.62 8.75 28.77 51.96
"DDTCZZC17213012" 1 3 "公" "育1" 171 "DDTCZZC15203159" 1.4 171.53 9.04 NA NA
"DDTCZZC18216753" 1 3 "母" "育2" 181 "DDTCZZC16207072" 1.3 201.3 13.04 NA NA
"DDTCZZC15201375" 1 3 "母" "育1" 154 "DDTCZZC13020366" 1 186.41 12.73 NA NA
"DDTCZZC15203005" 1 0 "母" "育1" 152 "DDTCZZC14200683" 1.1 188.99 13.11 NA NA
"DDTCZZC16211549" 1 0 "公" "育1" 163 "DDTCZZC14201085" 2.2 154.02 8.62 NA NA
"DDTCZZC17214612" 1 2 "母" "育1" 173 "DDTCZZC16209112" 1.3 191.87 8.27 NA NA
"DDTCZZC18219884" 1 1 "母" "育2" 183 "DDTCZZC17217029" 1.3 168.42 9.17 NA NA
"DDTCZZC18218295" 1 3 "母" "育1" 182 "DDTCZZC16208395" 1.6 188.78 11.4 NA NA
"DDTCZZC18219275" 1 1 "母" "育3" 183 "DDTCZZC17214647" 1.5 189.45 10.29 NA NA
"DDTCZZC18215269" 1 3 "公" "育3" 184 "DDTCZZC16207277" 1.2 200.15 10.58 NA NA
"DDTCZZC18219126" 1 2 "母" "育2" 182 "DDTCZZC17211967" 1.1 210.02 6.87 NA NA
"DDTCZZC15205924" 1 5 "母" "育1" 153 "DDTCZZC13020490" 1.2 174.57 11.87 NA NA
"DDTCZZC18218933" 1 1 "公" "育1" 184 "DDTCZZC17217122" 1.7 161.74 5.33 23.3 51
"DDTCZZC17217197" 1 2 "母" "育2" 173 "DDTCZZC16208995" 1.9 188.85 9.89 NA NA
"DDTCZZC18218381" 1 1 "公" "育1" 182 "DDTCZZC17210108" 1.4 196.56 6.65 NA NA
"DDTCZZC18218113" 1 1 "母" "育1" 182 "DDTCZZC17211622" 1.4 180.71 9.62 NA NA
"DDTCZZC18219382" 1 1 "公" "育2" 183 "DDTCZZC17217160" 1.2 164.55 11.72 21.08 47.9
"DDTCZZC18216435" 1 5 "母" "育3" 181 "DDTCZZC15202792" 2.3 199.23 8.88 NA NA
"DDTCZZC16207884" 1 4 "母" "育1" 164 "DDTCZZC14201538" 1.6 170.43 11.95 NA NA
"DDTCZZC15201671" 1 1 "公" "育1" 151 "DDTCZZC14200437" 1.3 181.47 8.83 NA NA
"DDTCZZC16212156" 1 0 "母" "育3" 163 "DDTCZZC14201086" 1.3 168.91 12.59 NA NA
"DDTCZZC14201565" 1 0 "母" "育1" 144 "DDTCZZC13020374" 0 195.74 11.73 NA NA
"DDTCZZC15204987" 1 2 "母" "育1" 152 "DDTCZZC14200238" 1.8 157.4 11.29 NA NA
"DDTCZZC15204700" 1 0 "母" "育1" 151 "DDTCZZC13020373" 1.05 189.06 14.01 NA NA
"DDTCZZC17212475" 1 6 "母" "育1" 172 "DDTCZZC14200448" 1.6 171.43 10.08 NA NA
"DDTCZZC17217301" 1 1 "公" "育2" 173 "DDTCZZC16213879" 1.2 201.26 12.7 NA NA
"DDTCZZC18215811" 1 6 "公" "育3" 181 "DDTCZZC15202428" 1.6 202.64 9.75 NA NA
"DDTCZZC15202401" 1 3 "母" "育1" 151 "DDTCZZC13020373" 0.95 193.38 14.14 NA NA
"DDTCZZC18218791" 1 1 "公" "育1" 184 "DDTCZZC17217577" 1.2 187.53 9.59 21.12 48.66
"DDTCZZC15203364" 1 0 "公" "育1" 151 "DDTCZZC13020428" 1.5 178.93 13.16 NA NA
"DDTCZZC18218930" 1 2 "母" "育1" 184 "DDTCZZC17210258" 1.5 185.44 9.04 29.78 52.25
"DDTCZZC19226103" 1 4 "公" "测03" 193 "DDTCZZC17210066" 1.6 155.63 11.54 27.69 50.56
"DDTCZZC16207419" 1 2 "母" "育1" 162 "DDTCZZC15201651" 1.9 158.22 8.81 NA NA
"DDTCZZC17217549" 1 5 "母" "育1" 174 "DDTCZZC15203465" 1.2 196.54 8.46 NA NA
"DDTCZZC18215625" 1 3 "公" "育3" 181 "DDTCZZC16207654" 1.3 186.02 11.7 NA NA
"DDTCZZC15202086" 1 3 "公" "育1" 154 "DDTCZZC13020378" 1.7 176.42 11.17 NA NA
"DDTCZZC14202050" 1 0 "母" "育1" 144 "DDTCZZC13020435" 1.15 165.12 12.05 NA NA
"DDTCZZC17212486" 1 5 "公" "育1" 172 "DDTCZZC15201467" 0.9 196.47 11.56 NA NA
"DDTCZZC17217558" 1 1 "公" "育3" 174 "DDTCZZC16214978" 1.5 173.72 8.81 NA NA
"DDTCZZC18210871" 1 3 "公" "育3" 184 "DDTCZZC16209135" 1.7 213.13 11.83 NA NA
"DDTCZZC17213647" 1 4 "公" "育1" 171 "DDTCZZC15201709" 1.4 188.66 11.91 NA NA
"DDTCZZC15204953" 1 1 "公" "育1" 152 "DDTCZZC14201261" 1.9 148.36 10.08 NA NA
"DDTCZZC18215272" 1 3 "母" "育2" 184 "DDTCZZC16207277" 1.2 224.28 10.47 NA NA
"DDTCZZC18218570" 1 6 "公" "育1" 182 "DDTCZZC15203298" 2.1 202.96 7.2 NA NA
"DDTCZZC17210178" 1 5 "母" "育1" 173 "DDTCZZC15201460" 1.3 197.02 8.31 NA NA
"DDTCZZC14200525" 1 0 "母" "育1" 141 "DDTCZZC13020336" 1.6 178.04 14.21 NA NA
"DDTCZZC17217712" 1 1 "公" "育3" 173 "DDTCZZC16214746" 1.5 192.16 8.57 NA NA
"DDTCZZC18216058" 1 2 "母" "育2" 184 "DDTCZZC16209963" 1.3 191.52 13.32 NA NA
"DDTCZZC18216230" 1 1 "公" "育3" 182 "DDTCZZC17213336" 1.3 176.12 10.7 NA NA
"DDTCZZC15204935" 1 2 "母" "育1" 152 "DDTCZZC14200186" 1.85 170.88 10.14 NA NA
"DDTCZZC17213019" 1 3 "母" "育1" 171 "DDTCZZC15203159" 2.1 165.02 10.49 NA NA
"DDTCZZC17210472" 1 4 "母" "育1" 171 "DDTCZZC15201382" 1.5 179.1 13.17 NA NA
"DDTCZZC15202509" 1 0 "母" "育1" 152 "DDTCZZC14201230" 1.4 194.97 10.64 NA NA
"DDTCZZC14200485" 1 0 "公" "育1" 141 "DDTCZZC13020343" 1.1 195.51 13.97 NA NA
"DDTCZZC18219029" 1 1 "母" "育3" 182 "DDTCZZC17214619" 1.4 197.07 8.66 NA NA
"DDTCZZC14203529" 1 0 "母" "育1" 142 "DDTCZZC13020411" 2.25 178.93 16.7 NA NA
"DDTCZZC18219187" 1 4 "公" "育3" 182 "DDTCZZC16208956" 1.7 211.95 6.41 NA NA
"DDTCZZC15203423" 1 4 "母" "育1" 152 "DDTCZZC13020435" 1.65 170.6 14.04 NA NA
"DDTCZZC18218420" 1 2 "公" "育3" 182 "DDTCZZC17214811" 1.2 184.75 11.29 NA NA
"DDTCZZC16208237" 1 0 "公" "育1" 164 "DDTCZZC14200039" 1 180.48 9.88 NA NA
"DDTCZZC14203610" 1 0 "公" "育1" 142 "DDTCZZC13020342" 2.15 167.54 9.95 NA NA
"DDTCZZC15204448" 1 1 "母" "育1" 151 "DDTCZZC14200254" 1 176.77 12.67 NA NA
"DDTCZZC16209143" 1 0 "公" "育1" 162 "DDTCZZC14200404" 0 151.4 9.63 NA NA
"DDTCZZC18218583" 1 1 "母" "育1" 182 "DDTCZZC17213373" 1.2 199.5 9.06 NA NA
"DDTCZZC14200470" 1 0 "母" "育1" 141 "DDTCZZC13020388" 1.1 209.74 NA NA NA
"DDTCZZC17212923" 1 4 "公" "育1" 172 "DDTCZZC15202928" 2 204.16 7.94 NA NA
"DDTCZZC16207770" 1 0 "母" "育1" 162 "DDTCZZC15203044" 1.6 175.08 9.13 NA NA
"DDTCZZC18220440" 1 1 "公" "育2" 183 "DDTCZZC17217152" 1.3 175 12.2 24.53 49.08
"DDTCZZC18218820" 1 2 "公" "育1" 183 "DDTCZZC17214112" 1.6 199.62 8.14 NA NA
"DDTCZZC14203636" 1 0 "母" "育1" 142 "DDTCZZC13020334" 1.3 175.2 13.04 NA NA
"DDTCZZC17210423" 1 3 "公" "育1" 171 "DDTCZZC15204605" 2.5 190.42 10.37 NA NA
"DDTCZZC15201670" 1 1 "公" "育1" 151 "DDTCZZC14200437" 1.1 170.76 12.39 NA NA
"DDTCZZC18218370" 1 3 "公" "育1" 182 "DDTCZZC16212112" 1.3 204.21 7.31 NA NA
"DDTCZZC16209411" 1 0 "公" "育1" 162 "DDTCZZC15204922" 1.6 167.59 8.82 NA NA
"DDTCZZC16207797" 1 0 "公" "育1" 162 "DDTCZZC15203043" 1.2 177.57 9.9 NA NA
"DDTCZZC15206825" 1 0 "母" "育1" 153 "DDTCZZC14201043" 1.3 177.41 11.38 NA NA
"DDTCZZC16208654" 1 3 "母" "育1" 162 "DDTCZZC14201038" 1.8 158.34 11.29 NA NA
"DDTCZZC16207047" 1 3 "母" "育1" 162 "DDTCZZC14201106" 1.2 178.49 9.95 NA NA
"DDTCZZC17212827" 1 2 "母" "育1" 173 "DDTCZZC16209095" 1 199.14 10.49 NA NA
"DDTCZZC16209753" 1 0 "母" "育1" 162 "DDTCZZC15201481" 0 163.65 7.98 NA NA
"DDTCZZC16207115" 1 4 "母" "育1" 162 "DDTCZZC14200075" 1.5 165.21 12.16 NA NA
"DDTCZZC16211541" 1 0 "母" "育1" 163 "DDTCZZC15201382" 1.4 175.29 10.74 NA NA
"DDTCZZC17213181" 1 1 "公" "育1" 172 "DDTCZZC16207305" 1.1 195.89 12.33 NA NA
"DDTCZZC18215052" 1 4 "母" "育1" 182 "DDTCZZC16209135" 1.5 203.97 9.1 NA NA
"DDTCZZC17213132" 1 4 "母" "育1" 173 "DDTCZZC15203110" 1.3 208.03 10.89 NA NA
"DDTCZZC14200626" 1 0 "公" "育1" 141 "DDTCZZC13020402" 1.55 169.51 10.63 NA NA
"DDTCZZC18218861" 1 4 "母" "育2" 183 "DDTCZZC16209095" 1.6 207.51 8.35 NA NA
"DDTCZZC17211440" 1 6 "母" "育1" 172 "DDTCZZC14200072" 1.2 186.26 13.09 NA NA
"DDTCZZC14200364" 1 0 "公" "育1" 141 "DDTCZZC13020376" 1.6 171.99 9.2 NA NA
"DDTCZZC17213297" 1 5 "公" "育1" 173 "DDTCZZC15201695" 1.3 189.69 11.51 NA NA
"DDTCZZC17211421" 1 3 "母" "育1" 172 "DDTCZZC15206892" 1.4 177.58 10.93 NA NA
"DDTCZZC16212094" 1 0 "公" "育3" 163 "DDTCZZC15203739" 1.5 156.79 8.24 NA NA
"DDTCZZC19226126" 1 3 "母" "育肥03" 193 "DDTCZZC17217062" 1.6 158.97 9.42 35.8 54.48
"DDTCZZC18218246" 1 4 "母" "育2" 182 "DDTCZZC16208730" 1.5 219.9 11.99 NA NA
"DDTCZZC18218775" 1 1 "母" "育2" 183 "DDTCZZC17217335" 1.3 182.38 9 27.44 51.35
"DDTCZZC18219332" 1 3 "母" "育2" 183 "DDTCZZC16207866" 1.6 196.03 12.17 29.75 51.15
"DDTCZZC15203103" 1 2 "母" "育1" 152 "DDTCZZC14200190" 1.8 163.45 10.2 NA NA
"DDTCZZC17210010" 1 1 "公" "育1" 172 "DDTCZZC16207050" 1.5 219.67 9.87 NA NA
"DDTCZZC18215191" 1 1 "公" "育3" 181 "DDTCZZC17214009" 1.7 180.12 8.91 NA NA
"DDTCZZC16207372" 1 0 "母" "育3" 163 "DDTCZZC15205948" 1.3 196.76 9.77 NA NA
"DDTCZZC18216020" 1 5 "公" "育2" 184 "DDTCZZC15203073" 1.3 209.42 6.23 NA NA
"DDTCZZC16207527" 1 4 "母" "育3" 163 "DDTCZZC14200924" 1.6 178.04 8.38 NA NA
"DDTCZZC17211213" 1 1 "母" "育1" 171 "DDTCZZC16209135" 1.4 189.72 8.69 NA NA
"DDTCZZC14201016" 1 0 "母" "育1" 143 "DDTCZZC13020391" 1.5 176.94 14.21 NA NA
"DDTCZZC16208324" 1 5 "公" "育3" 163 "DDTCZZC14200045" 1.5 159.59 10.42 NA NA
"DDTCZZC14201108" 1 0 "母" "育1" 143 "DDTCZZC13020346" 1.55 184.22 12.54 NA NA
"DDTCZZC18219763" 1 2 "母" "育2" 183 "DDTCZZC17214106" 1.6 189.89 9.1 NA NA
"DDTCZZC14200937" 1 0 "公" "育1" 142 "DDTCZZC13020371" 1.4 154.91 14.81 NA NA
"DDTCZZC14203628" 1 0 "母" "育1" 142 "DDTCZZC130A0441" 1.25 189.01 11.86 NA NA
"DDTCZZC17211148" 1 2 "公" "育1" 173 "DDTCZZC16207261" 1.8 161.43 11.41 NA NA
"DDTCZZC15206792" 1 5 "公" "育1" 153 "DDTCZZC13020490" 2.3 162.1 9.68 NA NA
"DDTCZZC15202259" 1 4 "母" "育1" 152 "DDTCZZC130A0441" 1.15 181.17 11.43 NA NA
"DDTCZZC15206892" 1 1 "母" "育1" 153 "DDTCZZC14201106" 1.4 178.04 9.31 NA NA
"DDTCZZC18218879" 1 1 "母" "育2" 183 "DDTCZZC17211356" 1.4 187.57 9.18 NA NA
"DDTCZZC18218377" 1 1 "公" "育1" 182 "DDTCZZC17212489" 1.4 224.53 6.86 NA NA
"DDTCZZC18216878" 1 4 "公" "育1" 182 "DDTCZZC16207654" 0.8 214.48 10.44 NA NA
"DDTCZZC16209564" 1 0 "公" "育3" 162 "DDTCZZC14201564" 1.2 197.39 10.21 NA NA
"DDTCZZC15201397" 1 3 "母" "育1" 154 "DDTCZZC13020444" 1.4 165.12 13.07 NA NA
"DDTCZZC16208660" 1 3 "公" "育1" 162 "DDTCZZC14201038" 1 151.96 10.5 NA NA
"DDTCZZC18216804" 1 2 "母" "育2" 182 "DDTCZZC17214010" 1.6 207.27 8.16 NA NA
"DDTCZZC14200291" 1 0 "公" "育1" 141 "DDTCZZC13020337" 1.55 177.45 11.73 NA NA
"DDTCZZC17217761" 1 2 "母" "育2" 173 "DDTCZZC16207654" 1.6 193.17 13.06 NA NA
"DDTCZZC18218106" 1 1 "母" "育1" 182 "DDTCZZC17210066" 1.5 208.18 7.37 NA NA
"DDTCZZC16208183" 1 0 "母" "育3" 162 "DDTCZZC15206870" 1.2 170.91 12.46 NA NA
"DDTCZZC17212483" 1 5 "公" "育1" 172 "DDTCZZC15201467" 1.4 198.82 10.89 NA NA
"DDTCZZC16212286" 1 0 "公" "育1" 164 "DDTCZZC15203001" 1.9 167.05 10.25 NA NA
"DDTCZZC17211616" 1 3 "公" "育1" 172 "DDTCZZC15205943" 2 179.58 8.59 NA NA
"DDTCZZC17212432" 1 5 "母" "育1" 172 "DDTCZZC15201777" 1.9 172.33 8.41 NA NA
"DDTCZZC18219301" 1 1 "母" "育2" 183 "DDTCZZC17217917" 1.6 187.64 9.49 26.29 50.72
"DDTCZZC17210578" 1 4 "公" "育1" 171 "DDTCZZC15203739" 1.8 174.63 11.13 NA NA
"DDTCZZC15204610" 1 4 "母" "育1" 151 "DDTCZZC13020378" 1.3 160.41 9.7 NA NA
"DDTCZZC18216642" 1 2 "公" "育3" 181 "DDTCZZC17214425" 1.3 178.59 9.59 NA NA
"DDTCZZC15202270" 1 4 "公" "育1" 151 "DDTCZZC13020487" 1.55 180.69 10.64 NA NA
"DDTCZZC15202132" 1 0 "公" "育1" 154 "DDTCZZC13020434" 1.65 175.1 11.53 NA NA
"DDTCZZC16208573" 1 1 "母" "育3" 163 "DDTCZZC15206868" 1.7 166.45 9.41 NA NA
"DDTCZZC14203517" 1 0 "母" "育1" 142 "DDTCZZC13020328" 1.8 155.03 12.63 NA NA
"DDTCZZC15203765" 1 3 "母" "育1" 154 "DDTCZZC13020346" 1.65 181.33 10.88 NA NA
"DDTCZZC17211665" 1 5 "公" "育1" 172 "DDTCZZC15202122" 1.4 166.44 12.55 NA NA
"DDTCZZC16207144" 1 1 "母" "育1" 162 "DDTCZZC15203146" 1 181.58 10.53 NA NA
"DDTCZZC17217984" 1 1 "公" "育3" 174 "DDTCZZC16212259" 1.2 212.35 12.13 NA NA
"DDTCZZC18219210" 1 3 "母" "育3" 183 "DDTCZZC17214425" 1.5 175.07 6.94 NA NA
"DDTCZZC17213298" 1 5 "母" "育1" 173 "DDTCZZC15201695" 1.7 191.87 11.8 NA NA
"DDTCZZC15206865" 1 1 "母" "育1" 153 "DDTCZZC14201036" 1.7 163.38 11.06 NA NA
"DDTCZZC18220186" 1 2 "母" "育1" 184 "DDTCZZC17212490" 1.8 160.85 6.82 NA NA
"DDTCZZC15204049" 1 1 "公" "育1" 151 "DDTCZZC14200497" 1.05 173.06 12.71 NA NA
"DDTCZZC17213131" 1 4 "母" "育1" 173 "DDTCZZC15203110" 1.2 216.54 8.75 NA NA
"DDTCZZC16207017" 1 1 "公" "育1" 162 "DDTCZZC15203287" 1.7 147.78 7.4 NA NA
"DDTCZZC14200105" 1 0 "母" "育1" 141 "DDTCZZC13020435" 1.1 208.33 15.09 NA NA
"DDTCZZC14200077" 1 0 "母" "育1" 141 "DDTCZZC13020489" 0 173.66 12.55 NA NA
"DDTCZZC15203246" 1 2 "母" "育1" 152 "DDTCZZC14200147" 1 173.68 12.38 NA NA
"DDTCZZC17213361" 1 1 "公" "育1" 172 "DDTCZZC16207654" 1.3 178.13 12.03 NA NA
"DDTCZZC16207768" 1 0 "母" "育1" 162 "DDTCZZC15203026" 0 151.97 9.31 NA NA
"DDTCZZC15204995" 1 0 "母" "育1" 152 "DDTCZZC14201539" 1.4 187.16 8.16 NA NA
"DDTCZZC14203697" 1 0 "母" "育1" 143 "DDTCZZC13020445" 2.15 181.58 16.54 NA NA
"DDTCZZC15201393" 1 3 "公" "育1" 154 "DDTCZZC13020444" 1.45 185.41 10.5 NA NA
"DDTCZZC18215542" 1 1 "母" "育1" 182 "DDTCZZC17212440" 1.4 203.31 9.73 NA NA
"DDTCZZC17213760" 1 1 "公" "育1" 171 "DDTCZZC16207292" 1.8 174.58 12.72 NA NA
"DDTCZZC17214119" 1 5 "母" "育1" 171 "DDTCZZC14201106" 1.2 173.11 12.72 NA NA
"DDTCZZC16207351" 1 3 "公" "育3" 163 "DDTCZZC14201562" 1.5 159.03 10.57 NA NA
"DDTCZZC18218457" 1 2 "公" "育3" 182 "DDTCZZC17214853" 2 160.02 8.81 NA NA
"DDTCZZC18210325" 1 2 "公" "育3" 184 "DDTCZZC16208333" 2.2 185.7 8.76 NA NA
"DDTCZZC17211427" 1 3 "母" "育1" 172 "DDTCZZC15206892" 1.5 180.14 11.46 NA NA
"DDTCZZC16208555" 1 0 "母" "育3" 162 "DDTCZZC15203196" 1.4 168.99 12.46 NA NA
"DDTCZZC17217372" 1 2 "公" "育3" 173 "DDTCZZC16208735" 1.9 187.05 8.23 NA NA
"DDTCZZC15201963" 1 1 "公" "育1" 153 "DDTCZZC14200897" 1.3 177.7 11.48 NA NA
"DDTCZZC16208540" 1 0 "母" "育3" 162 "DDTCZZC15202706" 1.5 176.22 10.25 NA NA
"DDTCZZC18219795" 1 3 "母" "育3" 183 "DDTCZZC17214405" 1.8 191.7 8.05 NA NA
"DDTCZZC18219107" 1 1 "母" "育3" 182 "DDTCZZC17210930" 1.6 179.61 7.53 NA NA
"DDTCZZC15204964" 1 0 "母" "育1" 152 "DDTCZZC14200082" 1.55 191.63 11.43 NA NA
"DDTCZZC18218976" 1 3 "母" "育1" 184 "DDTCZZC17214392" 2 224.85 9.25 20.76 48.63
"DDTCZZC15201580" 1 0 "母" "育1" 151 "DDTCZZC14200190" 1.2 182.58 10.72 NA NA
"DDTCZZC14201224" 1 0 "母" "育1" 142 "DDTCZZC13020410" 1.35 173.02 15.26 NA NA
"DDTCZZC14202070" 1 0 "母" "育1" 144 "DDTCZZC13020428" 0 158.9 12.51 NA NA
"DDTCZZC15202972" 1 0 "母" "育1" 151 "DDTCZZC13020335" 1.4 171.03 18.03 NA NA
"DDTCZZC15206984" 1 1 "公" "育1" 153 "DDTCZZC14201156" 1.6 172.56 8.41 NA NA
"DDTCZZC14200271" 1 0 "公" "育1" 141 "DDTCZZC13020413" 1.45 198.8 13.1 NA NA
"DDTCZZC15202778" 1 2 "公" "育1" 153 "DDTCZZC14200371" 1.8 164.57 8.32 NA NA
"DDTCZZC16207353" 1 3 "公" "育3" 163 "DDTCZZC14201562" 1.4 156.64 11.22 NA NA
"DDTCZZC15206451" 1 5 "公" "育1" 153 "DDTCZZC13020345" 1 167.01 10.84 NA NA
